id,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
2438,249,1011.1,31.9,29.3,27.2,24.8,78,38,11,220,11.7,no
2439,250,1008.1,32.3,29.6,27.8,25.6,79,43,9.7,240,24.9,no
2440,251,1007.2,29.6,28.3,26.7,25.9,87,82,0.5,250,21.3,yes
2441,252,1009.4,30.7,27.9,26.4,23.1,75,60,8.3,60,29,no
2442,253,1012,31.2,28.2,26.5,23,74,44,10.1,70,26.2,yes
2443,254,1012.7,31.3,28.1,26.5,23.2,75,47,7.9,60,24.5,no
2444,255,1011.1,31,28.1,26.8,23.7,77,46,8.4,100,21.4,yes
2445,256,1011.5,30.5,27.9,26.2,23.2,76,66,6.7,90,22.6,yes
2446,257,1013,31.2,28,25.8,21.4,68,49,9.2,50,39.9,no
2447,258,1012.2,31.4,28,25.9,22.1,71,46,9.3,60,41.3,no
2448,259,1011.3,31.9,28.6,26.5,23.1,73,60,9,70,39.5,no
2449,260,1011.9,31,28.1,26.9,24.5,81,86,2.1,70,32.2,yes
2450,261,1014.6,30.6,28.2,27.1,24.2,79,72,7.1,70,27.4,yes
2451,262,1015,31.8,28.5,26.8,24,77,47,8.6,70,14.5,yes
2452,263,1012.2,30.6,28.3,26.8,24.3,79,67,3.8,180,8.1,no
2453,264,1009.3,31.1,28.7,27.1,24.5,78,74,7.7,200,14.5,yes
2454,265,1008.6,28.7,27.4,25.5,23.8,81,88,0.4,190,11.9,yes
2455,266,1009.9,31,28.1,26.3,25.5,86,67,8.8,110,14.8,yes
2456,267,1009.1,32,28.9,27.3,25.3,81,40,6.8,110,10.2,yes
2457,268,1006.7,32,29.3,27.4,24.7,77,23,11.1,230,17.3,no
2458,269,1004.9,32.2,29.7,28.1,25.3,78,38,11,230,20.5,no
2459,270,1006.7,32.2,28.7,26.9,26.3,87,71,4.7,90,14,yes
2460,271,1008.2,30.2,27.8,26.5,25,85,81,2.5,90,15.1,yes
2461,272,1006.7,32.8,29,25.8,20.6,61,30,11.1,10,16.4,no
2462,273,1005.6,31.3,29.7,27.4,20,56,53,10.4,230,15.5,no
2463,274,1011,32.7,29.8,28.2,24.8,75,78,8.5,140,12.7,yes
2464,275,1013,31.7,28.8,26.4,25.3,81,84,2.9,30,7.9,yes
2465,276,1012.4,31.6,27.9,26.5,23.1,76,82,4.2,10,30.6,yes
2466,277,1011.7,29.7,26.8,24.2,23.7,83,88,1.6,60,52.8,yes
2467,278,1013.2,27.8,26.7,24.9,25.2,92,95,0,120,50.7,yes
2468,279,1015.2,27.8,26.7,25.4,25.4,93,88,0.9,100,37,yes
2469,280,1014.1,26.8,26,25.3,25.4,97,86,0.4,100,30.4,yes
2470,281,1012.7,27.6,26.4,25,25,92,85,0.7,140,12.5,yes
2471,282,1010.5,30,27.8,26.1,23.1,76,54,10.6,300,13,no
2472,283,1011.3,29.4,26.8,24.8,20.9,70,45,7.1,20,20.4,yes
2473,284,1013.7,26.6,24.3,21.1,19.9,77,85,0.6,20,30.2,yes
2474,285,1018,22.1,20.5,18.5,16.6,78,88,0,20,38.3,yes
2475,286,1019,24.9,23.1,21,16.8,67,88,0,50,28.2,yes
2476,287,1018.7,27.8,25.1,23.3,19.1,70,68,10.5,70,32.4,yes
2477,288,1017.4,28.2,25,23.1,20.1,75,51,7.4,70,23.9,no
2478,289,1015.2,28.7,25.2,23.1,20.7,76,19,9.1,90,14.1,no
2479,290,1013.8,29.4,25.8,23.3,20.4,73,20,10.5,30,9.9,no
2480,291,1013.4,30.8,26.2,23.6,19.5,69,17,10.5,70,12.4,no
2481,292,1012.5,29.1,25.5,23.5,19.3,70,43,9.7,60,8.9,no
2482,293,1010.2,28.2,25.3,23.1,16.7,59,79,4.4,20,17.3,no
2483,294,1008.3,29.1,26.2,23.8,17.3,58,78,7.5,10,17.2,no
2484,295,1010.2,29.2,26.4,24.3,19.3,65,64,6.4,10,13.2,yes
2485,296,1012,30.6,27,25.3,20.9,70,48,7.8,120,9.2,no
2486,297,1013,30.7,27,24.8,21.6,73,50,8.3,80,9.9,no
2487,298,1015,29.6,26.8,24.9,22.1,76,61,8.2,80,19.7,yes
2488,299,1016.8,26.6,25.9,25.4,21.7,77,77,3,80,37.5,yes
2489,300,1016.8,26.2,25.4,24.5,22.3,83,81,0.8,80,28.9,yes
2490,301,1015.6,30.1,26.5,24.3,22.1,77,48,9.5,60,10.3,no
2491,302,1017,29.2,26.7,25.5,23.3,82,46,9.5,110,15.8,yes
2492,303,1018.2,28.4,26.4,25.5,22.9,81,61,7,90,24.2,yes
2493,304,1017.8,29.6,26.7,25.3,23.1,81,53,8.4,100,16.5,no
2494,305,1020.4,27.2,25.6,24.4,21.6,79,66,5.3,80,40.8,yes
2495,306,1020.9,24.5,22.9,20.5,17.8,73,61,4.3,20,29.6,no
2496,307,1019.8,26,22.6,19.7,16,67,72,7.5,20,22.5,yes
2497,308,1019.5,25.8,23.7,22.3,18.8,74,82,2.4,70,32.9,yes
2498,309,1018.1,26.6,24.7,23.1,20.4,77,83,3,80,29.8,yes
2499,310,1016.1,28.2,25.8,24.5,22,80,82,6.5,70,28.3,yes
2500,311,1015.6,26.3,25.5,24.7,22.4,83,81,0.5,80,30.2,yes
2501,312,1016.3,28.4,26.2,25.2,23.4,85,87,3.4,80,24.8,yes
2502,313,1016.4,28.7,26.5,25.5,23.6,84,70,5.9,70,18,yes
2503,314,1015.8,30.3,26.7,24.8,23.3,82,58,7.7,50,12.8,yes
2504,315,1016.9,25.9,24.9,24,21.4,81,88,1.1,80,46.3,yes
2505,316,1017.7,25.4,23.8,22.6,20.6,82,85,2.6,80,43.8,yes
2506,317,1017.3,24.2,23.9,23.6,21.1,84,88,0,80,41.4,yes
2507,318,1015.2,25.3,23.3,21,22.1,92,86,0.3,80,29.7,yes
2508,319,1014.5,26.9,24.3,22.3,21.2,83,74,5.5,30,13.8,yes
2509,320,1015.2,24.8,24.2,23.5,22.3,89,84,0.1,80,35.8,yes
2510,321,1013.7,25.9,24.8,23.6,23.5,93,74,2.3,80,25.5,yes
2511,322,1013.9,27.2,25.5,24.4,23.8,90,51,7,80,17.2,no
2512,323,1016,29.1,26.1,24.1,23.2,84,20,8.2,80,7.9,no
2513,324,1017,28.5,25.9,24.5,22.9,84,58,5.9,70,22.1,yes
2514,325,1017.2,25.9,24.8,24.4,21.6,82,73,1.1,80,30.6,yes
2515,326,1017,26,24.8,23.9,21.1,80,83,0.4,70,40.4,no
2516,327,1017.1,27.6,25.4,24,21.3,78,65,8.3,80,29.2,yes
2517,328,1016.7,28.4,25.4,23.7,21.2,78,47,7.7,90,19.6,no
2518,329,1016.7,26.6,24.5,23.3,19.8,76,35,9.8,70,31.2,yes
2519,330,1017.7,25.3,22.6,18.2,16.8,70,44,6.9,20,28.6,no
2520,331,1020.6,21.2,18.2,15.8,7.8,52,46,3.5,20,34.3,no
2521,332,1022.4,20.4,18.4,15.3,9.7,57,44,8.6,60,39.3,no
2522,333,1022.5,22.9,20.8,19.2,15,70,49,8.6,70,34,no
2523,334,1021.2,24.1,22.1,20.3,17.4,75,40,8.8,60,16,no
2524,335,1018.9,25.2,22.4,20.4,17.7,75,56,6,100,15.7,yes
2525,336,1017.6,25.1,22.9,22,19,79,85,2,70,25,no
2526,337,1017.1,25,23.3,22.2,19.6,80,69,6.3,70,15.9,yes
2527,338,1019.4,22.3,20.8,19.6,16.5,77,93,0,20,27.9,yes
2528,339,1021.1,21,19.5,18.4,14.9,75,88,0.6,50,37.9,yes
2529,340,1018.4,20.3,18.4,15.7,15.8,85,91,0.1,70,41.3,yes
2530,341,1021.3,18.1,16.6,15.4,12.2,76,91,0.1,10,28.4,yes
2531,342,1023.1,19.3,17.3,15.4,12.1,72,86,0.9,10,21.8,no
2532,343,1022.2,19,18,17,14.1,78,90,0,30,28.5,yes
2533,344,1016.8,18.9,17.7,16.9,16.8,95,95,0,60,35.1,yes
2534,345,1015.5,20.9,19.3,17.6,16.8,86,80,5.1,20,10.2,yes
2535,346,1016.4,23,19.9,17.9,15.5,76,72,6.3,60,20.7,no
2536,347,1016.2,20.7,20,19.4,17.1,83,88,0.2,70,39.5,no
2537,348,1016.4,21,20.4,19.7,17.8,85,83,0,70,30.3,yes
2538,349,1016.6,21.3,20.4,19.1,17.3,82,84,0.4,50,20.3,yes
2539,350,1019,20.4,18.4,16,12.6,69,70,2.2,10,26.8,yes
2540,351,1022.5,17.2,15.2,13.4,4.3,49,11,9.3,10,48,no
2541,352,1025.9,15.2,13.2,11.5,-0.4,39,25,9.1,20,35.6,no
2542,353,1026.4,16.5,13.9,11.3,3.1,48,11,9.5,40,25.2,no
2543,354,1025.4,18.2,16.2,13.8,8.7,62,71,2.1,30,29,no
2544,355,1022.5,18.6,17.6,17,12.9,75,88,0,40,19,yes
2545,356,1021.3,21.1,19.4,17.1,16.2,82,87,1.6,50,22.5,yes
2546,357,1020.3,20.6,19.9,18.7,17.6,87,88,0.3,60,27.3,yes
2547,358,1017.8,22.3,21.1,19.8,19.6,91,79,0,40,15,yes
2548,359,1016.8,24.7,22.3,21.1,20.7,91,70,6,40,9.4,yes
2549,360,1020.4,21.4,18.2,16.1,13.5,75,89,0.7,10,27.6,yes
2550,361,1020.6,19.7,17.9,16.9,13.3,74,87,0.6,30,21.6,no
2551,362,1022.7,18.8,17.7,16.9,15,84,90,0,30,18.4,yes
2552,363,1026.6,18.6,17.3,16.3,12.8,75,85,1,20,25.9,yes
2553,364,1025.9,18.9,17.7,16.4,13.3,75,78,4.6,70,33.4,yes
2554,365,1025.3,19.2,17.3,15.2,13.3,78,86,1.2,20,20.9,yes
2555,366,1026.4,20.5,17.8,15.5,13,74,66,5.7,20,23.3,no
